texto,sentimiento,compañía
"@PersonalPy funciona normal, nada fuera de lo común",neutro,@PersonalPy
Demasiado caro para un servicio tan malo el de @TigoParaguay,negativo,@TigoParaguay
Con @PersonalPy tengo días buenos y otros no tanto,neutro,@PersonalPy
Pésima experiencia con el soporte técnico de @ClaroPY,negativo,@ClaroPY
Cobertura regular de @PersonalPy en zonas rurales,neutro,@PersonalPy
Me quedé sin servicio de @PersonalPy justo en una videollamada,negativo,@PersonalPy
Las promociones de @PersonalPy son muy convenientes,positivo,@PersonalPy
Gran cobertura y atención personalizada de @ClaroPY,positivo,@ClaroPY
Con @TigoParaguay tengo buena señal hasta en viajes largos,positivo,@TigoParaguay
Uso @ClaroPY solo para cosas simples y me alcanza,neutro,@ClaroPY
Me quedé sin servicio de @PersonalPy justo en una videollamada,negativo,@PersonalPy
@ClaroPY tiene la mejor relación calidad-precio,positivo,@ClaroPY
"@TigoParaguay tiene sus altibajos, pero no es tan mala",neutro,@TigoParaguay
"No tuve grandes problemas con @TigoParaguay, pero tampoco sorpresas",neutro,@TigoParaguay
"@ClaroPY es una estafa, nada funciona bien",negativo,@ClaroPY
Cobertura regular de @TigoParaguay en zonas rurales,neutro,@TigoParaguay
"@TigoParaguay funciona normal, nada fuera de lo común",neutro,@TigoParaguay
Llevo más de una semana esperando que @ClaroPY me llame,negativo,@ClaroPY
Con @PersonalPy el internet se cae cada rato,negativo,@PersonalPy
Con @PersonalPy tengo días buenos y otros no tanto,neutro,@PersonalPy
Gran cobertura y atención personalizada de @PersonalPy,positivo,@PersonalPy
"No me puedo quejar demasiado de @TigoParaguay, es aceptable",neutro,@TigoParaguay
Estoy encantado con la estabilidad de @PersonalPy,positivo,@PersonalPy
El internet de @TigoParaguay no se cae nunca,positivo,@TigoParaguay
"Puedo usar mi celular con @ClaroPY, pero no es nada especial",neutro,@ClaroPY
"Pésimo servicio de @ClaroPY, sin señal todo el día",negativo,@ClaroPY
Cobertura muy deficiente la de @ClaroPY,negativo,@ClaroPY
"No es la mejor ni la peor, @ClaroPY está bien",neutro,@ClaroPY
@PersonalPy me da más dolores de cabeza que soluciones,negativo,@PersonalPy
"No puedo confiar en @TigoParaguay, siempre falla",negativo,@TigoParaguay
"No tuve grandes problemas con @TigoParaguay, pero tampoco sorpresas",neutro,@TigoParaguay
@ClaroPY no responde mis reclamos desde hace días,negativo,@ClaroPY
@TigoParaguay tiene la mejor relación calidad-precio,positivo,@TigoParaguay
Mi conexión con @TigoParaguay siempre es rápida,positivo,@TigoParaguay
"Servicio estándar de @PersonalPy, cumple con lo básico",neutro,@PersonalPy
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
Confío plenamente en el servicio de @TigoParaguay,positivo,@TigoParaguay
"En general el servicio de @TigoParaguay es estable, aunque sin destacar",neutro,@TigoParaguay
Demasiado caro para un servicio tan malo el de @ClaroPY,negativo,@ClaroPY
Es un servicio aceptable el de @TigoParaguay,neutro,@TigoParaguay
"No tuve grandes problemas con @ClaroPY, pero tampoco sorpresas",neutro,@ClaroPY
"Muy buena cobertura en mi zona, gracias @ClaroPY",positivo,@ClaroPY
"Excelente servicio de @ClaroPY, muy satisfecho",positivo,@ClaroPY
La app de @TigoParaguay funciona aunque podría mejorar,neutro,@TigoParaguay
Servicio muy profesional el de @TigoParaguay,positivo,@TigoParaguay
Nunca más vuelvo a contratar @ClaroPY,negativo,@ClaroPY
Las promociones de @PersonalPy son muy convenientes,positivo,@PersonalPy
"No me molesta usar @PersonalPy, pero tampoco me entusiasma",neutro,@PersonalPy
Las facturas de @ClaroPY siempre vienen claras y sin errores,positivo,@ClaroPY
@PersonalPy me da más dolores de cabeza que soluciones,negativo,@PersonalPy
"Muy buena cobertura en mi zona, gracias @TigoParaguay",positivo,@TigoParaguay
@ClaroPY tiene la mejor relación calidad-precio,positivo,@ClaroPY
Desde que contraté @ClaroPY todo es un desastre,negativo,@ClaroPY
"No es la mejor ni la peor, @PersonalPy está bien",neutro,@PersonalPy
"@ClaroPY mejora constantemente su red, lo noto cada mes",positivo,@ClaroPY
Cobertura muy deficiente la de @TigoParaguay,negativo,@TigoParaguay
La conexión con @PersonalPy es aceptable en general,neutro,@PersonalPy
@PersonalPy me da más dolores de cabeza que soluciones,negativo,@PersonalPy
"No tuve grandes problemas con @PersonalPy, pero tampoco sorpresas",neutro,@PersonalPy
El internet de @TigoParaguay no se cae nunca,positivo,@TigoParaguay
La conexión con @ClaroPY es aceptable en general,neutro,@ClaroPY
Me quedé sin servicio de @PersonalPy justo en una videollamada,negativo,@PersonalPy
Con @TigoParaguay tengo días buenos y otros no tanto,neutro,@TigoParaguay
Muy buen trato por parte de los técnicos de @TigoParaguay,positivo,@TigoParaguay
No puedo ni navegar con la lentitud de @TigoParaguay,negativo,@TigoParaguay
Nunca más vuelvo a contratar @TigoParaguay,negativo,@TigoParaguay
Las facturas de @ClaroPY siempre vienen claras y sin errores,positivo,@ClaroPY
@TigoParaguay no responde mis reclamos desde hace días,negativo,@TigoParaguay
"Excelente servicio de @ClaroPY, muy satisfecho",positivo,@ClaroPY
"@PersonalPy podría mejorar, pero no me ha ido mal",neutro,@PersonalPy
No tengo quejas ni elogios por @PersonalPy,neutro,@PersonalPy
Gran cobertura y atención personalizada de @TigoParaguay,positivo,@TigoParaguay
"@ClaroPY funciona normal, nada fuera de lo común",neutro,@ClaroPY
@TigoParaguay tiene la mejor relación calidad-precio,positivo,@TigoParaguay
@PersonalPy tiene días buenos y otros no tanto,neutro,@PersonalPy
Estoy encantado con la estabilidad de @ClaroPY,positivo,@ClaroPY
La app de @ClaroPY funciona aunque podría mejorar,neutro,@ClaroPY
Cobertura muy deficiente la de @TigoParaguay,negativo,@TigoParaguay
Estoy encantado con la estabilidad de @ClaroPY,positivo,@ClaroPY
Uso @TigoParaguay solo para cosas simples y me alcanza,neutro,@TigoParaguay
"Muy buena cobertura en mi zona, gracias @PersonalPy",positivo,@PersonalPy
"En general el servicio de @ClaroPY es estable, aunque sin destacar",neutro,@ClaroPY
Ya hice varios reclamos a @TigoParaguay y nadie responde,negativo,@TigoParaguay
Ya hice varios reclamos a @TigoParaguay y nadie responde,negativo,@TigoParaguay
"No me puedo quejar demasiado de @PersonalPy, es aceptable",neutro,@PersonalPy
"No hay mucha diferencia con otras, @PersonalPy es común",neutro,@PersonalPy
Ningún problema con @PersonalPy en más de un año,positivo,@PersonalPy
En mi zona @ClaroPY no se destaca ni falla mucho,neutro,@ClaroPY
Servicio muy profesional el de @PersonalPy,positivo,@PersonalPy
El internet de @PersonalPy no se cae nunca,positivo,@PersonalPy
Ya hice varios reclamos a @TigoParaguay y nadie responde,negativo,@TigoParaguay
@PersonalPy me resulta útil aunque algo limitada,neutro,@PersonalPy
Ya hice varios reclamos a @PersonalPy y nadie responde,negativo,@PersonalPy
@ClaroPY me da más dolores de cabeza que soluciones,negativo,@ClaroPY
@ClaroPY me cobra de más cada mes,negativo,@ClaroPY
Cobertura muy deficiente la de @PersonalPy,negativo,@PersonalPy
El plan prometía mucho y @ClaroPY no cumplió nada,negativo,@ClaroPY
Cada vez que llamo a @PersonalPy me dejan esperando horas,negativo,@PersonalPy
Las facturas de @TigoParaguay siempre vienen claras y sin errores,positivo,@TigoParaguay
La conexión de @ClaroPY es decente para tareas básicas,neutro,@ClaroPY
La app de @TigoParaguay funciona aunque podría mejorar,neutro,@TigoParaguay
@PersonalPy me da más dolores de cabeza que soluciones,negativo,@PersonalPy
No tengo quejas ni elogios por @PersonalPy,neutro,@PersonalPy
Mi conexión con @ClaroPY siempre es rápida,positivo,@ClaroPY
"@PersonalPy mejora constantemente su red, lo noto cada mes",positivo,@PersonalPy
Las facturas de @PersonalPy siempre vienen claras y sin errores,positivo,@PersonalPy
Estoy feliz con el rendimiento de @PersonalPy,positivo,@PersonalPy
Me cambié a @TigoParaguay y fue la mejor decisión,positivo,@TigoParaguay
Las actualizaciones de la app de @TigoParaguay mejoran mucho la experiencia,positivo,@TigoParaguay
"Gracias @PersonalPy, resolvieron mi problema muy rápido",positivo,@PersonalPy
"Estoy considerando cambiar de proveedor, @PersonalPy no cumple",negativo,@PersonalPy
"@TigoParaguay mejora constantemente su red, lo noto cada mes",positivo,@TigoParaguay
Con @TigoParaguay el internet se cae cada rato,negativo,@TigoParaguay
"@TigoParaguay funciona normal, nada fuera de lo común",neutro,@TigoParaguay
@ClaroPY me cobra de más cada mes,negativo,@ClaroPY
"@PersonalPy podría mejorar, pero no me ha ido mal",neutro,@PersonalPy
Uso @ClaroPY solo para cosas simples y me alcanza,neutro,@ClaroPY
"No me molesta usar @PersonalPy, pero tampoco me entusiasma",neutro,@PersonalPy
No tengo quejas ni elogios por @ClaroPY,neutro,@ClaroPY
"Estoy considerando cambiar de proveedor, @ClaroPY no cumple",negativo,@ClaroPY
Muy buen trato por parte de los técnicos de @TigoParaguay,positivo,@TigoParaguay
El precio de @TigoParaguay está dentro del promedio,neutro,@TigoParaguay
"@TigoParaguay funciona normal, nada fuera de lo común",neutro,@TigoParaguay
"Algunas zonas tienen buena señal, otras no tanto con @TigoParaguay",neutro,@TigoParaguay
La conexión con @TigoParaguay es aceptable en general,neutro,@TigoParaguay
Mi conexión con @ClaroPY siempre es rápida,positivo,@ClaroPY
Pésima experiencia con el soporte técnico de @TigoParaguay,negativo,@TigoParaguay
Con @TigoParaguay tengo buena señal hasta en viajes largos,positivo,@TigoParaguay
Las promociones de @PersonalPy son muy convenientes,positivo,@PersonalPy
Todo el barrio tiene problemas con @PersonalPy,negativo,@PersonalPy
No puedo ni navegar con la lentitud de @PersonalPy,negativo,@PersonalPy
Pésima experiencia con el soporte técnico de @PersonalPy,negativo,@PersonalPy
Me cambié a @PersonalPy y fue la mejor decisión,positivo,@PersonalPy
La conexión con @TigoParaguay es aceptable en general,neutro,@TigoParaguay
@TigoParaguay da soluciones rápidas incluso en fin de semana,positivo,@TigoParaguay
Ya hice varios reclamos a @ClaroPY y nadie responde,negativo,@ClaroPY
Decepcionado completamente con @TigoParaguay,negativo,@TigoParaguay
El internet de @PersonalPy no se cae nunca,positivo,@PersonalPy
Cada mes tengo problemas con la facturación de @ClaroPY,negativo,@ClaroPY
La conexión con @PersonalPy es aceptable en general,neutro,@PersonalPy
Con @PersonalPy tengo días buenos y otros no tanto,neutro,@PersonalPy
"No me molesta usar @ClaroPY, pero tampoco me entusiasma",neutro,@ClaroPY
Con @ClaroPY tengo buena señal hasta en viajes largos,positivo,@ClaroPY
Las actualizaciones de la app de @TigoParaguay mejoran mucho la experiencia,positivo,@TigoParaguay
Todo funciona muy bien desde que estoy con @TigoParaguay,positivo,@TigoParaguay
Llevo más de una semana esperando que @ClaroPY me llame,negativo,@ClaroPY
La app de @ClaroPY no sirve para nada,negativo,@ClaroPY
"Muy buena cobertura en mi zona, gracias @TigoParaguay",positivo,@TigoParaguay
"@TigoParaguay tiene sus altibajos, pero no es tan mala",neutro,@TigoParaguay
@ClaroPY me resulta útil aunque algo limitada,neutro,@ClaroPY
Cada vez que llamo a @ClaroPY me dejan esperando horas,negativo,@ClaroPY
"@PersonalPy tiene sus altibajos, pero no es tan mala",neutro,@PersonalPy
Me cambié a @PersonalPy y fue la mejor decisión,positivo,@PersonalPy
@PersonalPy tiene el mejor internet que he probado,positivo,@PersonalPy
Estoy feliz con el rendimiento de @PersonalPy,positivo,@PersonalPy
Cada mes tengo problemas con la facturación de @ClaroPY,negativo,@ClaroPY
"Servicio estándar de @TigoParaguay, cumple con lo básico",neutro,@TigoParaguay
Gran cobertura y atención personalizada de @PersonalPy,positivo,@PersonalPy
Uso @ClaroPY solo para cosas simples y me alcanza,neutro,@ClaroPY
Decepcionado completamente con @TigoParaguay,negativo,@TigoParaguay
"Muy buena cobertura en mi zona, gracias @PersonalPy",positivo,@PersonalPy
Cobertura muy deficiente la de @PersonalPy,negativo,@PersonalPy
Servicio muy profesional el de @TigoParaguay,positivo,@TigoParaguay
"No tuve grandes problemas con @TigoParaguay, pero tampoco sorpresas",neutro,@TigoParaguay
"Pésimo servicio de @TigoParaguay, sin señal todo el día",negativo,@TigoParaguay
Me cambié a @TigoParaguay y fue la mejor decisión,positivo,@TigoParaguay
En mi zona @PersonalPy funciona mejor que las demás,positivo,@PersonalPy
Servicio muy profesional el de @PersonalPy,positivo,@PersonalPy
"Servicio estándar de @ClaroPY, cumple con lo básico",neutro,@ClaroPY
Nunca tienen solución para mis problemas en @ClaroPY,negativo,@ClaroPY
Confío plenamente en el servicio de @ClaroPY,positivo,@ClaroPY
"No es la mejor ni la peor, @PersonalPy está bien",neutro,@PersonalPy
Me quedé sin servicio de @TigoParaguay justo en una videollamada,negativo,@TigoParaguay
Mi conexión con @TigoParaguay siempre es rápida,positivo,@TigoParaguay
Malísima atención al cliente en @PersonalPy,negativo,@PersonalPy
Las promociones de @TigoParaguay son muy convenientes,positivo,@TigoParaguay
Mi conexión con @ClaroPY siempre es rápida,positivo,@ClaroPY
Con @TigoParaguay el internet se cae cada rato,negativo,@TigoParaguay
El router que me dio @PersonalPy vive fallando,negativo,@PersonalPy
@PersonalPy me cobra de más cada mes,negativo,@PersonalPy
Cobertura regular de @ClaroPY en zonas rurales,neutro,@ClaroPY
Con @ClaroPY tengo buena señal hasta en viajes largos,positivo,@ClaroPY
"@ClaroPY es una estafa, nada funciona bien",negativo,@ClaroPY
Decepcionado completamente con @PersonalPy,negativo,@PersonalPy
Llevo más de una semana esperando que @PersonalPy me llame,negativo,@PersonalPy
Es un servicio aceptable el de @TigoParaguay,neutro,@TigoParaguay
"Excelente servicio de @TigoParaguay, muy satisfecho",positivo,@TigoParaguay
"Estoy considerando cambiar de proveedor, @PersonalPy no cumple",negativo,@PersonalPy
"Estoy considerando cambiar de proveedor, @PersonalPy no cumple",negativo,@PersonalPy
"No puedo confiar en @TigoParaguay, siempre falla",negativo,@TigoParaguay
@TigoParaguay me resulta útil aunque algo limitada,neutro,@TigoParaguay
@TigoParaguay me sorprendió con su velocidad,positivo,@TigoParaguay
"@ClaroPY mejora constantemente su red, lo noto cada mes",positivo,@ClaroPY
@TigoParaguay no responde mis reclamos desde hace días,negativo,@TigoParaguay
"Servicio estándar de @ClaroPY, cumple con lo básico",neutro,@ClaroPY
Pude cambiar de plan fácilmente con @ClaroPY,positivo,@ClaroPY
Cada vez que llamo a @ClaroPY me dejan esperando horas,negativo,@ClaroPY
@ClaroPY tiene días buenos y otros no tanto,neutro,@ClaroPY
Ningún problema con @ClaroPY en más de un año,positivo,@ClaroPY
@ClaroPY tiene el mejor internet que he probado,positivo,@ClaroPY
Me cambié a @ClaroPY y fue la mejor decisión,positivo,@ClaroPY
Todo funciona muy bien desde que estoy con @PersonalPy,positivo,@PersonalPy
La app de @ClaroPY no sirve para nada,negativo,@ClaroPY
@PersonalPy no responde mis reclamos desde hace días,negativo,@PersonalPy
@PersonalPy me sorprendió con su velocidad,positivo,@PersonalPy
@ClaroPY tiene el mejor internet que he probado,positivo,@ClaroPY
"Todo perfecto con @PersonalPy, buena señal y atención",positivo,@PersonalPy
No noto diferencia importante desde que estoy con @PersonalPy,neutro,@PersonalPy
Decepcionado completamente con @TigoParaguay,negativo,@TigoParaguay
Con @ClaroPY el internet se cae cada rato,negativo,@ClaroPY
Mi experiencia con @PersonalPy es neutra hasta ahora,neutro,@PersonalPy
La conexión de @ClaroPY es decente para tareas básicas,neutro,@ClaroPY
Me cambié a @ClaroPY y fue la mejor decisión,positivo,@ClaroPY
"No me molesta usar @TigoParaguay, pero tampoco me entusiasma",neutro,@TigoParaguay
"Con @ClaroPY tengo lo que espero, nada más",neutro,@ClaroPY
"Estoy considerando cambiar de proveedor, @ClaroPY no cumple",negativo,@ClaroPY
Ya hice varios reclamos a @ClaroPY y nadie responde,negativo,@ClaroPY
Nunca tienen solución para mis problemas en @PersonalPy,negativo,@PersonalPy
Demasiado caro para un servicio tan malo el de @PersonalPy,negativo,@PersonalPy
Con @ClaroPY el internet se cae cada rato,negativo,@ClaroPY
"No puedo confiar en @TigoParaguay, siempre falla",negativo,@TigoParaguay
"No me puedo quejar demasiado de @PersonalPy, es aceptable",neutro,@PersonalPy
"@TigoParaguay funciona normal, nada fuera de lo común",neutro,@TigoParaguay
Nunca tienen solución para mis problemas en @ClaroPY,negativo,@ClaroPY
No noto diferencia importante desde que estoy con @PersonalPy,neutro,@PersonalPy
Todo funciona muy bien desde que estoy con @PersonalPy,positivo,@PersonalPy
Cada vez que llamo a @PersonalPy me dejan esperando horas,negativo,@PersonalPy
Con @TigoParaguay el internet se cae cada rato,negativo,@TigoParaguay
"No puedo confiar en @PersonalPy, siempre falla",negativo,@PersonalPy
Nunca más vuelvo a contratar @ClaroPY,negativo,@ClaroPY
No noto diferencia importante desde que estoy con @TigoParaguay,neutro,@TigoParaguay
Las facturas de @TigoParaguay siempre vienen claras y sin errores,positivo,@TigoParaguay
@TigoParaguay es ideal para videollamadas y juegos online,positivo,@TigoParaguay
Todo funciona muy bien desde que estoy con @TigoParaguay,positivo,@TigoParaguay
"No puedo confiar en @ClaroPY, siempre falla",negativo,@ClaroPY
En mi zona @ClaroPY funciona mejor que las demás,positivo,@ClaroPY
Nunca tienen solución para mis problemas en @PersonalPy,negativo,@PersonalPy
Cada mes tengo problemas con la facturación de @TigoParaguay,negativo,@TigoParaguay
"Con @TigoParaguay tengo lo que espero, nada más",neutro,@TigoParaguay
"Servicio estándar de @ClaroPY, cumple con lo básico",neutro,@ClaroPY
Cobertura regular de @ClaroPY en zonas rurales,neutro,@ClaroPY
Muy buen trato por parte de los técnicos de @TigoParaguay,positivo,@TigoParaguay
La conexión de @PersonalPy es decente para tareas básicas,neutro,@PersonalPy
"Muy buena cobertura en mi zona, gracias @ClaroPY",positivo,@ClaroPY
El router que me dio @PersonalPy vive fallando,negativo,@PersonalPy
Las facturas de @TigoParaguay siempre vienen claras y sin errores,positivo,@TigoParaguay
El internet de @ClaroPY no se cae nunca,positivo,@ClaroPY
"Todo depende del lugar, con @ClaroPY es muy variable",neutro,@ClaroPY
Ya hice varios reclamos a @PersonalPy y nadie responde,negativo,@PersonalPy
@ClaroPY me cobra de más cada mes,negativo,@ClaroPY
No tengo quejas ni elogios por @TigoParaguay,neutro,@TigoParaguay
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
En mi zona @ClaroPY no se destaca ni falla mucho,neutro,@ClaroPY
En mi zona @PersonalPy no se destaca ni falla mucho,neutro,@PersonalPy
"No puedo confiar en @TigoParaguay, siempre falla",negativo,@TigoParaguay
"No puedo confiar en @TigoParaguay, siempre falla",negativo,@TigoParaguay
Malísima atención al cliente en @TigoParaguay,negativo,@TigoParaguay
La conexión con @ClaroPY es aceptable en general,neutro,@ClaroPY
"@PersonalPy mejora constantemente su red, lo noto cada mes",positivo,@PersonalPy
Todo el barrio tiene problemas con @ClaroPY,negativo,@ClaroPY
Cobertura regular de @PersonalPy en zonas rurales,neutro,@PersonalPy
Las facturas de @ClaroPY siempre vienen claras y sin errores,positivo,@ClaroPY
Ya hice varios reclamos a @TigoParaguay y nadie responde,negativo,@TigoParaguay
"No me puedo quejar demasiado de @TigoParaguay, es aceptable",neutro,@TigoParaguay
"@TigoParaguay mejora constantemente su red, lo noto cada mes",positivo,@TigoParaguay
Las facturas de @ClaroPY siempre vienen claras y sin errores,positivo,@ClaroPY
Estoy feliz con el rendimiento de @ClaroPY,positivo,@ClaroPY
Ningún problema con @TigoParaguay en más de un año,positivo,@TigoParaguay
"@PersonalPy podría mejorar, pero no me ha ido mal",neutro,@PersonalPy
@TigoParaguay es ideal para videollamadas y juegos online,positivo,@TigoParaguay
"En general el servicio de @TigoParaguay es estable, aunque sin destacar",neutro,@TigoParaguay
@PersonalPy da soluciones rápidas incluso en fin de semana,positivo,@PersonalPy
En mi zona @ClaroPY no se destaca ni falla mucho,neutro,@ClaroPY
@ClaroPY tiene la mejor relación calidad-precio,positivo,@ClaroPY
"Gracias @TigoParaguay, resolvieron mi problema muy rápido",positivo,@TigoParaguay
@TigoParaguay me cobra de más cada mes,negativo,@TigoParaguay
Estoy satisfecho con la velocidad de respuesta de @ClaroPY,positivo,@ClaroPY
"No es la mejor ni la peor, @TigoParaguay está bien",neutro,@TigoParaguay
Las facturas de @TigoParaguay siempre vienen claras y sin errores,positivo,@TigoParaguay
@ClaroPY cumple lo justo con lo que promete,neutro,@ClaroPY
@ClaroPY tiene la mejor relación calidad-precio,positivo,@ClaroPY
La atención al cliente de @ClaroPY fue impecable,positivo,@ClaroPY
El precio de @ClaroPY está dentro del promedio,neutro,@ClaroPY
Llevo días sin internet gracias a @TigoParaguay,negativo,@TigoParaguay
@TigoParaguay me cobra de más cada mes,negativo,@TigoParaguay
Estoy satisfecho con la velocidad de respuesta de @PersonalPy,positivo,@PersonalPy
@ClaroPY tiene días buenos y otros no tanto,neutro,@ClaroPY
Llevo días sin internet gracias a @ClaroPY,negativo,@ClaroPY
Todo funciona muy bien desde que estoy con @TigoParaguay,positivo,@TigoParaguay
Nunca más vuelvo a contratar @ClaroPY,negativo,@ClaroPY
Llevo días sin internet gracias a @TigoParaguay,negativo,@TigoParaguay
Me quedé sin servicio de @ClaroPY justo en una videollamada,negativo,@ClaroPY
Uso @ClaroPY solo para cosas simples y me alcanza,neutro,@ClaroPY
La conexión con @PersonalPy es aceptable en general,neutro,@PersonalPy
No puedo ni navegar con la lentitud de @TigoParaguay,negativo,@TigoParaguay
"@ClaroPY funciona normal, nada fuera de lo común",neutro,@ClaroPY
Mi conexión con @ClaroPY siempre es rápida,positivo,@ClaroPY
Decepcionado completamente con @PersonalPy,negativo,@PersonalPy
Cada vez que llamo a @ClaroPY me dejan esperando horas,negativo,@ClaroPY
"No puedo confiar en @PersonalPy, siempre falla",negativo,@PersonalPy
"Pésimo servicio de @TigoParaguay, sin señal todo el día",negativo,@TigoParaguay
Mi conexión con @ClaroPY siempre es rápida,positivo,@ClaroPY
Cada mes tengo problemas con la facturación de @ClaroPY,negativo,@ClaroPY
"@PersonalPy tiene sus altibajos, pero no es tan mala",neutro,@PersonalPy
No tengo quejas ni elogios por @TigoParaguay,neutro,@TigoParaguay
"Gracias @PersonalPy, resolvieron mi problema muy rápido",positivo,@PersonalPy
@ClaroPY tiene el mejor internet que he probado,positivo,@ClaroPY
Cada mes tengo problemas con la facturación de @TigoParaguay,negativo,@TigoParaguay
@PersonalPy me cobra de más cada mes,negativo,@PersonalPy
Cobertura muy deficiente la de @PersonalPy,negativo,@PersonalPy
La conexión de @ClaroPY es decente para tareas básicas,neutro,@ClaroPY
Pude cambiar de plan fácilmente con @ClaroPY,positivo,@ClaroPY
"@PersonalPy mejora constantemente su red, lo noto cada mes",positivo,@PersonalPy
Todo funciona muy bien desde que estoy con @ClaroPY,positivo,@ClaroPY
@PersonalPy es ideal para videollamadas y juegos online,positivo,@PersonalPy
"Muy buena cobertura en mi zona, gracias @TigoParaguay",positivo,@TigoParaguay
Demasiado caro para un servicio tan malo el de @TigoParaguay,negativo,@TigoParaguay
Ningún problema con @TigoParaguay en más de un año,positivo,@TigoParaguay
Mi conexión con @PersonalPy siempre es rápida,positivo,@PersonalPy
Con @TigoParaguay el internet se cae cada rato,negativo,@TigoParaguay
"Muy buena cobertura en mi zona, gracias @TigoParaguay",positivo,@TigoParaguay
"No me molesta usar @PersonalPy, pero tampoco me entusiasma",neutro,@PersonalPy
Cobertura regular de @ClaroPY en zonas rurales,neutro,@ClaroPY
Pude cambiar de plan fácilmente con @TigoParaguay,positivo,@TigoParaguay
Ya hice varios reclamos a @PersonalPy y nadie responde,negativo,@PersonalPy
Las actualizaciones de la app de @PersonalPy mejoran mucho la experiencia,positivo,@PersonalPy
No puedo ni navegar con la lentitud de @PersonalPy,negativo,@PersonalPy
"@ClaroPY tiene sus altibajos, pero no es tan mala",neutro,@ClaroPY
No puedo ni navegar con la lentitud de @ClaroPY,negativo,@ClaroPY
En mi zona @PersonalPy funciona mejor que las demás,positivo,@PersonalPy
"Servicio estándar de @PersonalPy, cumple con lo básico",neutro,@PersonalPy
Nunca tienen solución para mis problemas en @ClaroPY,negativo,@ClaroPY
"Algunas zonas tienen buena señal, otras no tanto con @ClaroPY",neutro,@ClaroPY
Con @PersonalPy no he tenido novedades importantes,neutro,@PersonalPy
Confío plenamente en el servicio de @ClaroPY,positivo,@ClaroPY
La señal de @PersonalPy es inestable todo el tiempo,negativo,@PersonalPy
Me quedé sin servicio de @ClaroPY justo en una videollamada,negativo,@ClaroPY
Malísima atención al cliente en @PersonalPy,negativo,@PersonalPy
Mi experiencia con @ClaroPY es neutra hasta ahora,neutro,@ClaroPY
@PersonalPy me resulta útil aunque algo limitada,neutro,@PersonalPy
Me cambié a @ClaroPY y fue la mejor decisión,positivo,@ClaroPY
Todo funciona muy bien desde que estoy con @TigoParaguay,positivo,@TigoParaguay
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
@ClaroPY es ideal para videollamadas y juegos online,positivo,@ClaroPY
La app de @ClaroPY no sirve para nada,negativo,@ClaroPY
Con @TigoParaguay el internet se cae cada rato,negativo,@TigoParaguay
@PersonalPy me sorprendió con su velocidad,positivo,@PersonalPy
Cada vez que llamo a @PersonalPy me dejan esperando horas,negativo,@PersonalPy
@TigoParaguay me cobra de más cada mes,negativo,@TigoParaguay
Los cortes de servicio son frecuentes con @ClaroPY,negativo,@ClaroPY
"@ClaroPY podría mejorar, pero no me ha ido mal",neutro,@ClaroPY
Cobertura muy deficiente la de @PersonalPy,negativo,@PersonalPy
"No puedo confiar en @PersonalPy, siempre falla",negativo,@PersonalPy
"Muy buena cobertura en mi zona, gracias @TigoParaguay",positivo,@TigoParaguay
@TigoParaguay da soluciones rápidas incluso en fin de semana,positivo,@TigoParaguay
Cada vez que llamo a @PersonalPy me dejan esperando horas,negativo,@PersonalPy
Nunca tienen solución para mis problemas en @ClaroPY,negativo,@ClaroPY
@PersonalPy cumple lo justo con lo que promete,neutro,@PersonalPy
"@PersonalPy tiene sus altibajos, pero no es tan mala",neutro,@PersonalPy
Demasiado caro para un servicio tan malo el de @ClaroPY,negativo,@ClaroPY
"@ClaroPY podría mejorar, pero no me ha ido mal",neutro,@ClaroPY
@PersonalPy me cobra de más cada mes,negativo,@PersonalPy
Malísima atención al cliente en @TigoParaguay,negativo,@TigoParaguay
Nunca más vuelvo a contratar @PersonalPy,negativo,@PersonalPy
Cobertura regular de @TigoParaguay en zonas rurales,neutro,@TigoParaguay
En mi zona @ClaroPY no se destaca ni falla mucho,neutro,@ClaroPY
Servicio muy profesional el de @TigoParaguay,positivo,@TigoParaguay
La conexión de @ClaroPY es decente para tareas básicas,neutro,@ClaroPY
Nunca tienen solución para mis problemas en @PersonalPy,negativo,@PersonalPy
Con @ClaroPY tengo días buenos y otros no tanto,neutro,@ClaroPY
"Excelente servicio de @PersonalPy, muy satisfecho",positivo,@PersonalPy
Servicio muy profesional el de @PersonalPy,positivo,@PersonalPy
Las actualizaciones de la app de @ClaroPY mejoran mucho la experiencia,positivo,@ClaroPY
@ClaroPY cumple lo justo con lo que promete,neutro,@ClaroPY
Las promociones de @TigoParaguay son muy convenientes,positivo,@TigoParaguay
Cobertura muy deficiente la de @TigoParaguay,negativo,@TigoParaguay
"No hay mucha diferencia con otras, @TigoParaguay es común",neutro,@TigoParaguay
Cada mes tengo problemas con la facturación de @PersonalPy,negativo,@PersonalPy
Nunca tienen solución para mis problemas en @ClaroPY,negativo,@ClaroPY
Estoy harto de los cortes con @PersonalPy,negativo,@PersonalPy
Con @PersonalPy el internet se cae cada rato,negativo,@PersonalPy
Cobertura muy deficiente la de @PersonalPy,negativo,@PersonalPy
El precio de @TigoParaguay está dentro del promedio,neutro,@TigoParaguay
